run_index,agent0_payoff,agent1_payoff,deal,first_proposer_index,last_proposer_payoff,last_responder_payoff,last_timestep,proposer_last_decision
1,0.3666666666666667,0.3,True,0,0.3666666666666667,0.3,1,0.05
2,0.16666666666666666,0.5,True,1,0.5,0.16666666666666666,1,0.25
3,0.17333333333333334,0.49333333333333335,True,1,0.49333333333333335,0.17333333333333334,1,0.24
4,0.16666666666666666,0.5,True,1,0.5,0.16666666666666666,1,0.25
5,0.5,0.16666666666666666,True,0,0.5,0.16666666666666666,3,0.25
6,0.16666666666666666,0.5,True,0,0.5,0.16666666666666666,2,0.25
7,0.16666666666666666,0.5,True,0,0.5,0.16666666666666666,2,0.25
8,0.16666666666666666,0.5,True,1,0.5,0.16666666666666666,1,0.25
9,0.5,0.16666666666666666,True,0,0.5,0.16666666666666666,1,0.25
10,0.18000000000000002,0.48666666666666664,True,1,0.48666666666666664,0.18000000000000002,3,0.23
11,0.3333333333333333,0.3333333333333333,True,0,0.3333333333333333,0.3333333333333333,1,0
12,0.16666666666666666,0.5,True,1,0.5,0.16666666666666666,1,0.25
