run_index,agent0_payoff,agent1_payoff,deal,first_proposer_index,last_proposer_payoff,last_responder_payoff,last_timestep,proposer_last_decision_x1,proposer_last_decision_x2,responder_last_response_y1,responder_last_response_y2
1,0.37166666666666665,-0.10833333333333334,False,0,0.37166666666666665,-0.10833333333333334,5,0.6,0.95,0.3,0.4
2,0.24,-0.013333333333333294,False,0,0.24,-0.013333333333333294,5,0.3,0.8,0.1,0.4
3,0.3433333333333333,-0.08333333333333331,False,0,0.3433333333333333,-0.08333333333333331,5,0.6,0.95,0.2,0.4
4,0.3333333333333333,0.3333333333333333,True,0,0.3333333333333333,0.3333333333333333,1,0,1,0,1
5,0.6499999999999999,-0.21666666666666662,False,0,0.6499999999999999,-0.21666666666666662,5,0.5,0.5,0.6,0.7
6,0.25166666666666665,-0.05499999999999999,False,0,0.25166666666666665,-0.05499999999999999,5,0.3,0.95,0.2,0.3
7,0.3333333333333333,0.3333333333333333,True,0,0.3333333333333333,0.3333333333333333,1,0,1,0,1
8,0.42,-0.12666666666666665,False,0,0.42,-0.12666666666666665,5,0.7,0.8,0.2,0.5
9,0.3933333333333333,-0.0333333333333333,False,0,0.3933333333333333,-0.0333333333333333,5,0.3,0.85,0.2,0.6
10,0.29000000000000004,-0.030000000000000027,False,0,0.29000000000000004,-0.030000000000000027,5,0.2,0.95,0.2,0.4
11,0.41333333333333333,-0.12,False,0,0.41333333333333333,-0.12,5,0.5,0.7,0.3,0.5
12,0.7533333333333334,-0.2333333333333334,False,0,0.7533333333333334,-0.2333333333333334,5,0.85,0.95,0.4,0.8
