agent0_payoff_mean,agent0_payoff_std,agent0_payoff_min,agent0_payoff_max,agent0_payoff_sample_count,agent1_payoff_mean,agent1_payoff_std,agent1_payoff_min,agent1_payoff_max,agent1_payoff_sample_count,deal_mean,deal_std,deal_min,deal_max,deal_sample_count,first_proposer_index_mean,first_proposer_index_std,first_proposer_index_min,first_proposer_index_max,first_proposer_index_sample_count,last_proposer_payoff_mean,last_proposer_payoff_std,last_proposer_payoff_min,last_proposer_payoff_max,last_proposer_payoff_sample_count,last_responder_payoff_mean,last_responder_payoff_std,last_responder_payoff_min,last_responder_payoff_max,last_responder_payoff_sample_count,last_timestep_mean,last_timestep_std,last_timestep_min,last_timestep_max,last_timestep_sample_count,proposer_last_decision_mean,proposer_last_decision_std,proposer_last_decision_min,proposer_last_decision_max,proposer_last_decision_sample_count,file_name,task,proposer_last_decision_x1_mean,proposer_last_decision_x1_std,proposer_last_decision_x1_min,proposer_last_decision_x1_max,proposer_last_decision_x1_sample_count,proposer_last_decision_x2_mean,proposer_last_decision_x2_std,proposer_last_decision_x2_min,proposer_last_decision_x2_max,proposer_last_decision_x2_sample_count,responder_last_response_y1_mean,responder_last_response_y1_std,responder_last_response_y1_min,responder_last_response_y1_max,responder_last_response_y1_sample_count,responder_last_response_y2_mean,responder_last_response_y2_std,responder_last_response_y2_min,responder_last_response_y2_max,responder_last_response_y2_sample_count
0.4499999999999999,0.3943003008783119,0.0,0.99,12,0.4666666666666666,0.3962169592380907,0.0,0.99,12,0.9166666666666666,0.2886751345948128,False,True,12,0.5,0.5222329678670935,0,1,12,0.7000000000000001,0.3384725045903084,0.0,0.99,12,0.2166666666666666,0.2657522199798949,0.0,0.99,12,1.0,0.0,1,1,12,0.775,0.259842609704763,0.01,0.99,12.0,2_task=bargaining_duration=one_shot_scenario=pure_math_value_setting=unbounded_first_run_proposer=coin_flip_may_meet_again_context=never_meet_again_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.4249999999999999,0.2137330535547045,0.0999999999999999,0.7,12,0.5750000000000001,0.2137330535547044,0.3,0.9,12,1.0,0.0,True,True,12,0.5,0.5222329678670935,0,1,12,0.6416666666666667,0.1729862492345632,0.4,0.9,12,0.3583333333333334,0.1729862492345632,0.0999999999999999,0.6,12,1.0,0.0,1,1,12,0.6416666666666667,0.1729862492345632,0.4,0.9,12.0,3_task=bargaining_duration=one_shot_scenario=pure_math_value_setting=unbounded_first_run_proposer=coin_flip_may_meet_again_context=may_meet_again_alternating_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.4541666666666666,0.2083030280988529,0.0999999999999999,0.75,12,0.5458333333333334,0.2083030280988529,0.25,0.9,12,1.0,0.0,True,True,12,0.6666666666666666,0.492365963917331,0,1,12,0.6375000000000001,0.1582934559033259,0.4,0.9,12,0.3625,0.1582934559033259,0.0999999999999999,0.6,12,1.0,0.0,1,1,12,0.6375000000000001,0.1582934559033259,0.4,0.9,12.0,4_task=bargaining_duration=one_shot_scenario=pure_math_value_setting=unbounded_first_run_proposer=coin_flip_may_meet_again_context=may_meet_again_fixed_role_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.7250000000000001,0.2667140109487382,0.0,0.9,12,0.1916666666666666,0.1505042031024887,0.0,0.5,12,0.9166666666666666,0.2886751345948128,False,True,12,0.0,0.0,0,0,12,0.7250000000000001,0.2667140109487382,0.0,0.9,12,0.1916666666666666,0.1505042031024887,0.0,0.5,12,1.0,0.0,1,1,12,0.7916666666666669,0.1378954368902449,0.5,0.9,12.0,5_task=bargaining_duration=one_shot_scenario=pure_math_value_setting=unbounded_first_run_proposer=system_assigned_may_meet_again_context=never_meet_again_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.5408333333333334,0.262867347580947,0.1,0.99,12,0.4591666666666666,0.262867347580947,0.01,0.9,12,1.0,0.0,True,True,12,0.0,0.0,0,0,12,0.5408333333333334,0.262867347580947,0.1,0.99,12,0.4591666666666666,0.262867347580947,0.01,0.9,12,1.0,0.0,1,1,12,0.5408333333333334,0.262867347580947,0.1,0.99,12.0,6_task=bargaining_duration=one_shot_scenario=pure_math_value_setting=unbounded_first_run_proposer=system_assigned_may_meet_again_context=may_meet_again_alternating_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.7333333333333334,0.1370688833684684,0.5,0.9,12,0.2666666666666666,0.1370688833684684,0.0999999999999999,0.5,12,1.0,0.0,True,True,12,0.0,0.0,0,0,12,0.7333333333333334,0.1370688833684684,0.5,0.9,12,0.2666666666666666,0.1370688833684684,0.0999999999999999,0.5,12,1.0,0.0,1,1,12,0.7333333333333334,0.1370688833684684,0.5,0.9,12.0,7_task=bargaining_duration=one_shot_scenario=pure_math_value_setting=unbounded_first_run_proposer=system_assigned_may_meet_again_context=may_meet_again_fixed_role_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.2499999999999999,0.1507556722888818,0.1666666666666666,0.5,12,0.4166666666666667,0.1507556722888818,0.1666666666666666,0.5,12,1.0,0.0,True,True,12,0.75,0.4522670168666454,0,1,12,0.5,0.0,0.5,0.5,12,0.1666666666666665,2.8989753257218837e-17,0.1666666666666666,0.1666666666666666,12,1.0,0.0,1,1,12,0.25,0.0,0.25,0.25,12.0,8_task=bargaining_duration=one_shot_scenario=pure_math_value_setting=bounded_first_run_proposer=coin_flip_may_meet_again_context=never_meet_again_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.336111111111111,0.1714220577566431,0.1666666666666666,0.5,12,0.3305555555555555,0.1714220577566431,0.1666666666666666,0.5,12,1.0,0.0,True,True,12,0.5,0.5222329678670935,0,1,12,0.4972222222222222,0.0096225044864937,0.4666666666666666,0.5,12,0.1694444444444443,0.0096225044864937,0.1666666666666666,0.1999999999999999,12,1.0,0.0,1,1,12,0.2458333333333333,0.0144337567297406,0.2,0.25,12.0,9_task=bargaining_duration=one_shot_scenario=pure_math_value_setting=bounded_first_run_proposer=coin_flip_may_meet_again_context=may_meet_again_alternating_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.3638888888888889,0.1684500545426474,0.1666666666666666,0.5,12,0.3027777777777777,0.1684500545426474,0.1666666666666666,0.5,12,1.0,0.0,True,True,12,0.4166666666666667,0.5149286505444373,0,1,12,0.4972222222222222,0.0096225044864937,0.4666666666666666,0.5,12,0.1694444444444443,0.0096225044864937,0.1666666666666666,0.1999999999999999,12,1.0,0.0,1,1,12,0.2458333333333333,0.0144337567297406,0.2,0.25,12.0,10_task=bargaining_duration=one_shot_scenario=pure_math_value_setting=bounded_first_run_proposer=coin_flip_may_meet_again_context=may_meet_again_fixed_role_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.4555555555555555,0.1437824769344327,0.0,0.5,12,0.1555555555555554,0.0499157539418417,0.0,0.1999999999999999,12,0.9166666666666666,0.2886751345948128,False,True,12,0.0,0.0,0,0,12,0.4555555555555555,0.1437824769344327,0.0,0.5,12,0.1555555555555554,0.0499157539418417,0.0,0.1999999999999999,12,1.0,0.0,1,1,12,0.2666666666666666,0.0748736309127626,0.2,0.5,12.0,11_task=bargaining_duration=one_shot_scenario=pure_math_value_setting=bounded_first_run_proposer=system_assigned_may_meet_again_context=never_meet_again_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.5,0.0,0.5,0.5,12,0.1666666666666665,2.8989753257218837e-17,0.1666666666666666,0.1666666666666666,12,1.0,0.0,True,True,12,0.0,0.0,0,0,12,0.5,0.0,0.5,0.5,12,0.1666666666666665,2.8989753257218837e-17,0.1666666666666666,0.1666666666666666,12,1.0,0.0,1,1,12,0.25,0.0,0.25,0.25,12.0,12_task=bargaining_duration=one_shot_scenario=pure_math_value_setting=bounded_first_run_proposer=system_assigned_may_meet_again_context=may_meet_again_alternating_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.5083333333333333,0.0288675134594812,0.5,0.6,12,0.1583333333333332,0.0288675134594812,0.0666666666666666,0.1666666666666666,12,1.0,0.0,True,True,12,0.0,0.0,0,0,12,0.5083333333333333,0.0288675134594812,0.5,0.6,12,0.1583333333333332,0.0288675134594812,0.0666666666666666,0.1666666666666666,12,1.0,0.0,1,1,12,0.2625,0.0433012701892219,0.25,0.4,12.0,13_task=bargaining_duration=one_shot_scenario=pure_math_value_setting=bounded_first_run_proposer=system_assigned_may_meet_again_context=may_meet_again_fixed_role_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.4916666666666665,0.2609713789020946,0.0999999999999999,0.8,12,0.5083333333333333,0.2609713789020945,0.1999999999999999,0.9,12,1.0,0.0,True,True,12,0.5,0.5222329678670935,0,1,12,0.7416666666666666,0.0668557923421521,0.7,0.9,12,0.2583333333333332,0.0668557923421521,0.0999999999999999,0.3,12,1.0,0.0,1,1,12,0.7416666666666666,0.0668557923421521,0.7,0.9,12.0,14_task=bargaining_duration=one_shot_scenario=splitting_coins_value_setting=unbounded_first_run_proposer=coin_flip_may_meet_again_context=never_meet_again_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.5083333333333334,0.202072594216369,0.3,0.7,12,0.4916666666666666,0.2020725942163689,0.3,0.7,12,1.0,0.0,True,True,12,0.5,0.5222329678670935,0,1,12,0.6916666666666668,0.0288675134594812,0.6,0.7,12,0.3083333333333333,0.0288675134594812,0.3,0.4,12,1.0,0.0,1,1,12,0.6916666666666668,0.0288675134594812,0.6,0.7,12.0,15_task=bargaining_duration=one_shot_scenario=splitting_coins_value_setting=unbounded_first_run_proposer=coin_flip_may_meet_again_context=may_meet_again_alternating_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.5666666666666668,0.2570225788926063,0.0,0.9,12,0.35,0.215322168769582,0.0,0.7,12,0.9166666666666666,0.2886751345948128,False,True,12,0.25,0.4522670168666454,0,1,12,0.6333333333333334,0.2269694946796849,0.0,0.9,12,0.2833333333333333,0.1403458930534474,0.0,0.6,12,1.0,0.0,1,1,12,0.6833333333333332,0.1114640858045425,0.4,0.9,12.0,16_task=bargaining_duration=one_shot_scenario=splitting_coins_value_setting=unbounded_first_run_proposer=coin_flip_may_meet_again_context=may_meet_again_fixed_role_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.6583333333333333,0.1676486224400922,0.3,0.9,12,0.3416666666666666,0.1676486224400923,0.0999999999999999,0.7,12,1.0,0.0,True,True,12,0.0,0.0,0,0,12,0.6583333333333333,0.1676486224400922,0.3,0.9,12,0.3416666666666666,0.1676486224400923,0.0999999999999999,0.7,12,1.0,0.0,1,1,12,0.6583333333333333,0.1676486224400922,0.3,0.9,12.0,17_task=bargaining_duration=one_shot_scenario=splitting_coins_value_setting=unbounded_first_run_proposer=system_assigned_may_meet_again_context=never_meet_again_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.625,0.1422226167923819,0.3,0.8,12,0.375,0.1422226167923819,0.1999999999999999,0.7,12,1.0,0.0,True,True,12,0.0,0.0,0,0,12,0.625,0.1422226167923819,0.3,0.8,12,0.375,0.1422226167923819,0.1999999999999999,0.7,12,1.0,0.0,1,1,12,0.625,0.1422226167923819,0.3,0.8,12.0,18_task=bargaining_duration=one_shot_scenario=splitting_coins_value_setting=unbounded_first_run_proposer=system_assigned_may_meet_again_context=may_meet_again_alternating_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.5333333333333334,0.2570225788926063,0.0,0.9,12,0.3833333333333333,0.228963408483195,0.0,0.8,12,0.9166666666666666,0.2886751345948128,False,True,12,0.0,0.0,0,0,12,0.5333333333333334,0.2570225788926063,0.0,0.9,12,0.3833333333333333,0.228963408483195,0.0,0.8,12,1.0,0.0,1,1,12,0.5916666666666668,0.1975225341958519,0.2,0.9,12.0,19_task=bargaining_duration=one_shot_scenario=splitting_coins_value_setting=unbounded_first_run_proposer=system_assigned_may_meet_again_context=may_meet_again_fixed_role_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.2694444444444444,0.1725965303520389,0.0666666666666666,0.5,12,0.3972222222222221,0.1725965303520389,0.1666666666666666,0.6,12,1.0,0.0,True,True,12,0.6666666666666666,0.4923659639173309,0,1,12,0.5083333333333333,0.0288675134594812,0.5,0.6,12,0.1583333333333332,0.0288675134594812,0.0666666666666666,0.1666666666666666,12,1.0,0.0,1,1,12,0.2625,0.0433012701892219,0.25,0.4,12.0,20_task=bargaining_duration=one_shot_scenario=splitting_coins_value_setting=bounded_first_run_proposer=coin_flip_may_meet_again_context=never_meet_again_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.4055555555555556,0.1625760635240515,0.1666666666666666,0.6,12,0.261111111111111,0.1625760635240515,0.0666666666666666,0.5,12,1.0,0.0,True,True,12,0.3333333333333333,0.4923659639173309,0,1,12,0.5,0.0426401432711221,0.3999999999999999,0.6,12,0.1666666666666666,0.042640143271122,0.0666666666666666,0.2666666666666666,12,1.0,0.0,1,1,12,0.25,0.0639602149066831,0.1,0.4,12.0,21_task=bargaining_duration=one_shot_scenario=splitting_coins_value_setting=bounded_first_run_proposer=coin_flip_may_meet_again_context=may_meet_again_alternating_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.2472222222222221,0.1527249679159103,0.1333333333333333,0.5,12,0.4194444444444444,0.1527249679159103,0.1666666666666666,0.5333333333333333,12,1.0,0.0,True,True,12,0.75,0.4522670168666454,0,1,12,0.5027777777777778,0.0096225044864937,0.5,0.5333333333333333,12,0.1638888888888888,0.0096225044864937,0.1333333333333333,0.1666666666666666,12,1.0,0.0,1,1,12,0.2541666666666666,0.0144337567297406,0.25,0.3,12.0,22_task=bargaining_duration=one_shot_scenario=splitting_coins_value_setting=bounded_first_run_proposer=coin_flip_may_meet_again_context=may_meet_again_fixed_role_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
0.4777777777777778,0.0538109923307765,0.3333333333333333,0.5,12,0.1888888888888888,0.0538109923307765,0.1666666666666666,0.3333333333333333,12,1.0,0.0,True,True,12,0.0,0.0,0,0,12,0.4777777777777778,0.0538109923307765,0.3333333333333333,0.5,12,0.1888888888888888,0.0538109923307765,0.1666666666666666,0.3333333333333333,12,1.0,0.0,1,1,12,0.2166666666666666,0.0807164884961648,0.0,0.25,12.0,23_task=bargaining_duration=one_shot_scenario=splitting_coins_value_setting=bounded_first_run_proposer=system_assigned_may_meet_again_context=never_meet_again_long_term_type=.csv,bargaining,,,,,,,,,,,,,,,,,,,,
