run_index,agent0_payoff,agent1_payoff,deal,first_proposer_index,last_proposer_payoff,last_responder_payoff,last_timestep,proposer_last_decision_x1,proposer_last_decision_x2,responder_last_response_y1,responder_last_response_y2
1,0.6666666666666666,0.0,True,0,0.6666666666666666,0.0,1,0.5,1.0,0.0,1.0
2,0.3333333333333333,0.3333333333333333,True,0,0.3333333333333333,0.3333333333333333,2,0.0,1.0,0.0,1.0
3,0.6666666666666666,0.0,True,0,0.6666666666666666,0.0,1,0.5,1,0,1
4,0.5553333333333333,0.11133333333333331,True,0,0.5553333333333333,0.11133333333333331,2,0.333,1.0,0.0,1.0
5,0.6,0.06666666666666665,True,0,0.6,0.06666666666666665,2,0.4,1.0,0.0,1.0
6,0.6666666666666666,0.0,True,0,0.6666666666666666,0.0,1,0.5,1.0,0.0,1.0
7,0.6666666666666666,0.0,True,0,0.6666666666666666,0.0,1,0.5,1.0,0.0,1.0
8,0.6599999999999999,0.006666666666666654,True,0,0.6599999999999999,0.006666666666666654,2,0.49,1.0,0,1
9,0.6,0.06666666666666665,True,0,0.6,0.06666666666666665,2,0.4,1.0,0.0,1.0
10,0.6599999999999999,0.006666666666666654,True,0,0.6599999999999999,0.006666666666666654,3,0.49,1.0,0,1
11,0.6666666666666666,0.0,True,0,0.6666666666666666,0.0,1,0.5,1.0,0.0,1.0
12,0.6666666666666666,0.0,True,0,0.6666666666666666,0.0,1,0.5,1.0,0.0,1.0
