run_index,agent0_payoff,agent1_payoff,deal,first_proposer_index,last_proposer_payoff,last_responder_payoff,last_timestep,proposer_last_decision_x1,proposer_last_decision_x2,responder_last_response_y1,responder_last_response_y2
1,0.6659999999999999,0.0006666666666666488,True,0,0.6659999999999999,0.0006666666666666488,1,0.499,1.0,0,1
2,0.6599999999999999,0.006666666666666654,True,0,0.6599999999999999,0.006666666666666654,1,0.49,1,0,1
3,0.6659999999999999,0.0006666666666666488,True,0,0.6659999999999999,0.0006666666666666488,1,0.499,1.0,0,1
4,0.6659999999999999,0.0006666666666666488,True,0,0.6659999999999999,0.0006666666666666488,1,0.499,1,0,1
5,0.6599999999999999,0.006666666666666654,True,0,0.6599999999999999,0.006666666666666654,1,0.49,1.0,0,1
6,0.6599999999999999,0.006666666666666654,True,0,0.6599999999999999,0.006666666666666654,1,0.49,1,0,1
7,0.0,0.0,False,0,0.0,0.0,1,0.4999,1,0,0
8,0.6599999999999999,0.006666666666666654,True,0,0.6599999999999999,0.006666666666666654,1,0.49,1.0,0,1
9,0.0,0.0,False,0,0.0,0.0,1,0.499,1,0,0
10,0.6599999999999999,0.006666666666666654,True,0,0.6599999999999999,0.006666666666666654,1,0.49,1,0,1
11,0.6659999999999999,0.0006666666666666488,True,0,0.6659999999999999,0.0006666666666666488,1,0.499,1,0,1
12,0.6659999999999999,0.0006666666666666488,True,0,0.6659999999999999,0.0006666666666666488,1,0.499,1,0,1
